id,number,balance,created_at,expires_at,status,total_sold,total_redeemed
4303d3ee-d191-49e6-8d6f-102072b63395,9966,300,2025-07-30T12:52:23+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
22874df7-fd2c-41ca-9d0b-42ad9fa916ae,701753871207,495,2025-07-30T12:26:50+02:00,0001-01-01T00:00:00Z,ACTIVE,495,0
126f8f0f-a3a3-4502-87c2-8905c483bc39,171753869303,300,2025-07-30T11:55:07+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
4f9cfd3f-4e0f-493a-8b40-9d7a793f22dc,921753869299,300,2025-07-30T11:55:02+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
0ba2012c-c3b9-4d95-bfc4-3503fb01a3e8,391753867398,1000,2025-07-30T11:23:21+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
6cf8cc95-b1ae-4e49-83af-9fcb2a222c79,711753867224,890,2025-07-30T11:20:28+02:00,0001-01-01T00:00:00Z,ACTIVE,890,0
3eb70e06-d109-4fbf-ae63-d5176bf8ffe5,431753865913,390,2025-07-30T10:58:38+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
e8973af2-598b-4d7c-af45-90fe04c05113,871753860188,799,2025-07-30T09:23:11+02:00,0001-01-01T00:00:00Z,ACTIVE,799,0
e7cd29cf-734c-41bb-8a0f-85f13489bd46,131753858193,790,2025-07-30T08:49:57+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
fc0f96b0-5417-4e6b-a99c-66e2edec7ab8,211753856902,1590,2025-07-30T08:28:25+02:00,0001-01-01T00:00:00Z,ACTIVE,1590,0
cf9a8568-c3c3-431e-9b68-ee37060ff937,441753856884,0,2025-07-30T08:28:08+02:00,0001-01-01T00:00:00Z,REDEEMED,599,-599
0f548fb5-7e00-4862-9f76-921317e51a54,461753816646,790,2025-07-29T21:17:30+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
02d934fd-7e72-4c77-983e-d86b20fc9b22,591753815403,899,2025-07-29T20:56:47+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
03ffce3e-39c9-4e0b-af77-ed4ce7a1cc87,581753815151,899,2025-07-29T20:52:36+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
910d0628-1a1f-4e33-b354-a6aaa41515c3,301753814486,599,2025-07-29T20:41:30+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
c6cfa9b9-31ba-434e-a488-bfb7f56cca8e,181753812814,390,2025-07-29T20:13:38+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
0fc42902-bf8b-4b6b-9e12-2eda613388db,42186,500,2025-07-29T17:47:33+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
20fe512b-aa8a-4f43-bbd3-c0485454e1ac,171753802269,0,2025-07-29T17:17:52+02:00,0001-01-01T00:00:00Z,REDEEMED,350,-350
c22989b8-f511-49bc-a287-48c233968de3,T10519,600,2025-07-29T17:17:09+02:00,0001-01-01T00:00:00Z,ACTIVE,600,0
3567c8b9-730c-40d1-9f86-971a208c59ba,111753796825,699,2025-07-29T15:47:09+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
fb93fa25-2b26-4f71-94f1-87a4898d7df5,781753793459,499,2025-07-29T14:51:03+02:00,0001-01-01T00:00:00Z,ACTIVE,499,0
7dbd24c4-ecd4-424b-b73d-4aa59e0b5128,201753790403,2000,2025-07-29T14:00:09+02:00,0001-01-01T00:00:00Z,ACTIVE,2000,0
2afbb8b0-9f0b-497d-bbbb-a1d5c2ccfa44,42112,699,2025-07-29T13:03:18+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
4c33aee4-225b-48e9-9509-aa7fbbb4e1f7,401753786231,390,2025-07-29T12:50:36+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
6f49a98e-939c-49f8-b8ff-7d20807c0daa,951737267761,0,2025-07-29T12:28:22+02:00,0001-01-01T00:00:00Z,REDEEMED,500,-500
3bea249e-0997-4854-8ba1-6cfd3bd4da2b,391753783957,1000,2025-07-29T12:12:41+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
e6485cf1-c309-4250-959a-0b5ac6cde11b,981753781692,699,2025-07-29T11:34:56+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
8e915e3c-a417-4088-a1bd-62acf98f8a87,551753781273,1500,2025-07-29T11:27:56+02:00,0001-01-01T00:00:00Z,ACTIVE,1500,0
e3ed366c-26b1-4062-805e-020057674b0b,171753780704,1000,2025-07-29T11:18:28+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
eba47df3-9ccb-49c2-ad13-3c1d769abeac,251753779268,599,2025-07-29T10:54:32+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
854ada70-821f-419e-853b-5fb873fc19de,811753779103,899,2025-07-29T10:51:47+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
087add3a-48a0-41fc-b7d8-bba77cd52743,241753778546,1200,2025-07-29T10:42:29+02:00,0001-01-01T00:00:00Z,ACTIVE,1200,0
39fb91bd-fac5-48cf-aef7-63542e082aa0,43552,795,2025-07-29T10:25:56+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
61a90c82-05e7-4240-a17f-eea4f3ccc5cf,171753776780,500,2025-07-29T10:13:05+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
5a301443-31e5-4e6f-990e-68858ab6dfb5,251753776775,500,2025-07-29T10:13:00+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
430cf143-0665-4a0f-a095-039a544f4647,421753776005,1000,2025-07-29T10:00:10+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
ccaf58c8-c840-403a-ac1a-92099ebd522b,Els7,0,2025-07-29T09:11:36+02:00,0001-01-01T00:00:00Z,REDEEMED,590,-590
d50b85c3-5d2a-412f-863d-2316142bf377,T10518,899,2025-07-29T08:55:44+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
6bb72957-4744-4b89-8007-bbe2da0c3667,701753771183,0,2025-07-29T08:39:47+02:00,0001-01-01T00:00:00Z,REDEEMED,300,-300
2e661608-8e60-4fa2-815f-ceeb024ba24b,321753770852,390,2025-07-29T08:34:15+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
988a984b-1f22-4d77-9e52-e1e853bb44ab,221753770847,390,2025-07-29T08:34:11+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
0b245b9c-718b-4d34-8132-ead1a9f2235e,631753770175,1590,2025-07-29T08:22:58+02:00,0001-01-01T00:00:00Z,ACTIVE,1590,0
79a5a243-cd45-448a-8a53-cbdb97f464dc,121753753957,499,2025-07-29T03:52:41+02:00,0001-01-01T00:00:00Z,ACTIVE,499,0
fb90faa0-3df0-4a43-bc85-c5cf9ae13977,421753730416,700,2025-07-28T21:20:20+02:00,0001-01-01T00:00:00Z,ACTIVE,700,0
4862ca6b-2c95-40be-8887-f37d31480a99,641753729883,599,2025-07-28T21:11:26+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
fe5c0100-41b4-473e-93c4-8cdd71a54e93,181753729759,390,2025-07-28T21:09:23+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
39aa2490-c6b2-4850-9aa1-e71ecbd4c3c6,811753727729,599,2025-07-28T20:35:35+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
6a41818c-9338-40cf-b8ef-ec29ba9643de,721735199900,590,2025-07-28T19:59:06+02:00,0001-01-01T00:00:00Z,ACTIVE,590,0
525bbedd-10c9-402c-b41b-35de76733bf4,201735849791,0,2025-07-28T19:56:27+02:00,0001-01-01T00:00:00Z,REDEEMED,790,-790
e206e06f-123b-401d-99cf-ca364b608f00,371753722677,300,2025-07-28T19:11:20+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
65b6d1ab-31d3-4fc9-84d0-f8b652ad0e02,731753722049,590,2025-07-28T19:00:53+02:00,0001-01-01T00:00:00Z,ACTIVE,590,0
45f8e85b-e95b-4e97-8faa-dc02ad3a353a,101753721595,899,2025-07-28T18:53:19+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
e9104b58-9235-4834-87c7-fa0b8a6ae4d1,T10515,500,2025-07-28T18:35:28+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
2a8a66bf-7d16-4169-b2c7-64d3a8c022ed,391753719784,500,2025-07-28T18:23:07+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
10a3c301-b80a-434b-a0ca-7932c769b29a,T10517,490,2025-07-28T15:33:01+02:00,0001-01-01T00:00:00Z,ACTIVE,490,0
0ad79f73-d734-46ac-99b7-38ea0b1dadb6,471753708460,300,2025-07-28T15:14:24+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
67fa7376-2687-4453-aa5c-cacdad8c3e4d,101753707535,890,2025-07-28T14:58:58+02:00,0001-01-01T00:00:00Z,ACTIVE,890,0
6091acf0-e7ab-472c-91ce-0074ab8ee180,42716,590,2025-07-28T14:35:55+02:00,0001-01-01T00:00:00Z,ACTIVE,590,0
fd1cfac5-15a7-4fc8-a006-86df825e67c0,601753705424,700,2025-07-28T14:23:48+02:00,0001-01-01T00:00:00Z,ACTIVE,700,0
eeb391f8-8c2f-4396-b435-7df740ba59f3,T10516,390,2025-07-28T14:23:09+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
76e2097f-c97d-458e-9ca0-9dc54a7c7db1,391753704927,500,2025-07-28T14:15:32+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
717585ea-4545-4fe2-8175-d52aa5492937,T10479,300,2025-07-28T14:10:51+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
38cead0a-9da2-45de-bd47-e06a779aa9d6,861753704525,700,2025-07-28T14:08:48+02:00,0001-01-01T00:00:00Z,ACTIVE,700,0
fca4bdd8-4803-4265-9c62-3c6d289ae10d,581753703780,799,2025-07-28T13:56:23+02:00,0001-01-01T00:00:00Z,ACTIVE,799,0
dc58ddec-b003-4ce0-badd-57c4dfd5bb53,751753702125,599,2025-07-28T13:28:48+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
76f87843-6d14-47b0-9b46-0169d2fb526d,421753701974,795,2025-07-28T13:26:18+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
28ae6e50-76ca-409e-bad8-41d484b2eeb6,43565,699,2025-07-28T13:16:03+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
46662bf5-ac2c-4816-b380-ff3379d27920,wsd85756,1,2025-07-28T13:01:31+02:00,0001-01-01T00:00:00Z,ACTIVE,1,0
6dbb025f-ac50-4c11-bf3a-41addee6493b,42251,599,2025-07-28T12:01:27+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
b0407b04-4a04-4e1a-9a2e-cb78005f0dc4,451753693807,2000,2025-07-28T11:10:11+02:00,0001-01-01T00:00:00Z,ACTIVE,2000,0
fbf9dd91-f57d-4887-ac52-92b5fe6bfd38,321753693561,790,2025-07-28T11:06:06+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
86923751-2f7d-4163-9f1b-af50c247f603,531737650650,0,2025-07-28T09:38:03+02:00,0001-01-01T00:00:00Z,REDEEMED,200,-200
694b2ddb-47dd-41be-a230-d5579915fd99,841753686159,795,2025-07-28T09:02:43+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
1f727b4d-9141-4bae-9b1b-2dd995d8a326,391753686153,795,2025-07-28T09:02:38+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
b5a1d621-ec41-49a7-8efe-e5aeb1a5f37f,831753652283,300,2025-07-27T23:38:06+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
246a612d-76c6-41ec-b788-9769c7ab704f,231753651138,300,2025-07-27T23:19:02+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
57fb7734-e2ab-4146-89e5-fdd8c8e6b8bb,531753641101,599,2025-07-27T20:31:44+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
c53ec87b-c312-4d68-a851-16092fb72f19,241753637610,0,2025-07-27T19:33:33+02:00,0001-01-01T00:00:00Z,REDEEMED,390,-390
f687db5d-d701-496e-91f7-74f51a8955f0,101753636108,899,2025-07-27T19:08:32+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
3e5235c8-1f60-4557-b95d-d10b834ae60a,471753635208,899,2025-07-27T18:53:32+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
f768990a-20fe-424b-8c4b-19d99c8e643f,38319289794838,0,2025-07-27T17:12:23+02:00,0001-01-01T00:00:00Z,REDEEMED,899,-899
79966cfc-d31e-4b5a-b7c8-c0e2c0c01495,43478,0,2025-07-27T13:45:29+02:00,0001-01-01T00:00:00Z,REDEEMED,250,-250
52567738-77a0-4180-b824-c7bf78db35d4,150747,899,2025-07-27T13:42:35+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
376913a5-22d9-4b45-85df-935d0bc837b7,42185,559.3,2025-07-27T13:24:11+02:00,0001-01-01T00:00:00Z,ACTIVE,559.3,0
894e7ac0-413b-48c7-8751-f8a748e621d8,451753612025,699,2025-07-27T12:27:08+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
766ecec8-f8dd-4042-96be-0c0fe59c860d,171753611062,699,2025-07-27T12:11:05+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
53d3c65f-c4e8-45f7-b9eb-5c0629e2657f,661753610959,590,2025-07-27T12:09:22+02:00,0001-01-01T00:00:00Z,ACTIVE,590,0
66bf31b4-9753-44f0-94e7-c2e6045541be,42720,390,2025-07-27T09:53:07+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
2905fd4a-8470-4ca9-ab64-c865c96eceb5,221753601660,599,2025-07-27T09:34:24+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
db182e9b-05a1-4f2d-9205-49cd61e5d9fb,581753567818,795,2025-07-27T00:10:23+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
3868690b-81f2-4d4e-8d31-be7916951812,891753560288,1890,2025-07-26T22:04:51+02:00,0001-01-01T00:00:00Z,ACTIVE,1890,0
a1742c01-81a7-4693-8859-7a4df15ce261,T10161,1495,2025-07-26T21:16:59+02:00,0001-01-01T00:00:00Z,ACTIVE,1495,0
919d0c6e-3ae4-418a-8f05-90b7ab38d64f,151753554974,300,2025-07-26T20:36:17+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
d4eeb5d0-9055-482c-94d5-d51e75d7a605,921753550409,500,2025-07-26T19:20:14+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
4ae55f62-7613-4433-bf4f-95f0fcba7dad,T10126,795,2025-07-26T18:40:12+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
ae49f610-6c9d-4627-a18b-7c402e6bc630,T10139,800,2025-07-26T18:01:22+02:00,0001-01-01T00:00:00Z,ACTIVE,800,0
eaaefd57-3d0e-437d-a5bc-c278ddc82b2e,741753544940,899,2025-07-26T17:49:05+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
0285faa4-13a1-4aa5-8d11-94af792ecdd6,43746,599,2025-07-26T17:15:13+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
8aa00c20-739b-40cf-b7ec-c18f2a668179,881753536113,0,2025-07-26T15:21:56+02:00,0001-01-01T00:00:00Z,REDEEMED,500,-500
7a3344c3-0082-494a-a5e3-01257e1d12af,941738765154,0,2025-07-26T15:21:22+02:00,0001-01-01T00:00:00Z,REDEEMED,599,-599
651e11ad-f315-456f-b134-d0e12f690cfe,T10086,2480,2025-07-26T15:16:37+02:00,0001-01-01T00:00:00Z,ACTIVE,2480,0
fa37e302-e79b-4fc0-b3c3-710831bbe5cb,42192,1000,2025-07-26T14:56:52+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
555859ea-15f2-4190-9b7d-3aab4d4bc8b3,Ns89,600,2025-07-26T14:29:36+02:00,0001-01-01T00:00:00Z,ACTIVE,600,0
f3869301-26c9-4aa6-95e8-a99d463319ae,T10490,890,2025-07-26T14:09:22+02:00,0001-01-01T00:00:00Z,ACTIVE,890,0
232775aa-4b32-4741-865b-6c84621751c8,42265,1095,2025-07-26T13:24:12+02:00,0001-01-01T00:00:00Z,ACTIVE,1095,0
173451c1-62cb-4a77-a72f-3a1da2a2959e,42264,1095,2025-07-26T13:24:11+02:00,0001-01-01T00:00:00Z,ACTIVE,1095,0
e3164ebc-f950-4df7-9cd8-f748287860b7,43159,890,2025-07-26T12:42:24+02:00,0001-01-01T00:00:00Z,ACTIVE,890,0
e12469df-ca2b-4691-a903-1265ea86d444,781753525642,699,2025-07-26T12:27:26+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
2bce55fd-134b-4d12-aee2-a5606e752c18,231753524415,699,2025-07-26T12:06:58+02:00,0001-01-01T00:00:00Z,ACTIVE,699,0
332c1973-5e55-41ab-8d9f-b6f1cd716e55,891753523786,599,2025-07-26T11:56:29+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
7b34a5d5-779a-4e00-abab-145ba4b8e55d,421753522081,390,2025-07-26T11:28:05+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
1609a731-bd19-462a-b717-ed03b288fa48,491753517296,0,2025-07-26T10:08:19+02:00,0001-01-01T00:00:00Z,REDEEMED,390,-390
582ba1e9-a146-4e86-8e9b-6614572340fb,131753509753,490,2025-07-26T08:02:38+02:00,0001-01-01T00:00:00Z,ACTIVE,490,0
6ddd4b5a-dc7c-4b4e-8f61-5e93526832a8,421753506229,500,2025-07-26T07:03:55+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
63a80588-1f4f-4ccb-8982-789d341f1e22,881753471715,490,2025-07-25T21:28:38+02:00,0001-01-01T00:00:00Z,ACTIVE,490,0
fc6feb2e-7b49-47a9-83c9-a8616ec659f8,891753464568,599,2025-07-25T19:29:31+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
5330ca4a-87ea-447f-85c0-71bcb0fd31ed,141753461952,599,2025-07-25T18:45:55+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
299b9747-c263-49df-804a-3df1919d7243,42858,795,2025-07-25T18:34:12+02:00,0001-01-01T00:00:00Z,ACTIVE,795,0
adc1906e-3b01-4314-a623-3c710f0db5f9,42585,600,2025-07-25T17:05:14+02:00,0001-01-01T00:00:00Z,ACTIVE,600,0
f61f0365-67b7-4161-b302-e17d0f7c1753,531753455724,599,2025-07-25T17:02:07+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
56e9f702-d3c4-45de-948d-a5b499d6cf29,441753455673,1000,2025-07-25T17:01:17+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
0ca7d7ec-5dc6-4c7b-a4b6-acb138b1aa92,43745,599,2025-07-25T16:55:25+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
ffbb3d84-dce2-473e-9bd3-2cfe3e2df977,351753455232,899,2025-07-25T16:53:56+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
909a92bf-7ac1-471d-b24c-9c2174974951,42051,590,2025-07-25T16:52:45+02:00,0001-01-01T00:00:00Z,ACTIVE,590,0
9e83730a-4445-42bc-9bd8-bfc69362f44b,42196,590,2025-07-25T15:46:59+02:00,0001-01-01T00:00:00Z,ACTIVE,590,0
25af5580-6243-4ac8-996c-b15491ffa651,42859,790,2025-07-25T15:46:58+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
3c6a9983-dee7-4f7d-b9ce-b61d37360d42,521753450936,790,2025-07-25T15:42:20+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
e7750d8e-2564-40a2-a1b1-093278a0a713,991753450140,500,2025-07-25T15:29:03+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
08425ced-1f83-4f97-a067-dda09ab0352c,771753447126,1500,2025-07-25T14:38:50+02:00,0001-01-01T00:00:00Z,ACTIVE,1500,0
02e8fc64-0452-4db1-a95a-6f107afb5df0,971753446352,599,2025-07-25T14:25:55+02:00,0001-01-01T00:00:00Z,ACTIVE,599,0
ec47ccd5-5863-41fe-b6d9-d7f41c57dbec,751753446249,790,2025-07-25T14:24:13+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
4b77a4a6-220e-4f16-8d79-b434ca33e5b7,T10122,790,2025-07-25T13:20:12+02:00,0001-01-01T00:00:00Z,ACTIVE,790,0
27f46343-dedd-4b8f-89b9-56488d91be8b,631753441909,300,2025-07-25T13:11:53+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
2f2d08c0-42cb-4f61-a634-21b52f388070,T10192,899,2025-07-25T12:35:08+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
dd814352-f364-4bef-a5a2-41b8a8249adf,131753439243,1050,2025-07-25T12:27:27+02:00,0001-01-01T00:00:00Z,ACTIVE,1050,0
a9ffc313-31a8-4c0c-aa52-324208466a6a,43455,399,2025-07-25T12:26:21+02:00,0001-01-01T00:00:00Z,ACTIVE,399,0
cabaee96-96af-4e25-848d-a238ad17fdfc,371753438407,899,2025-07-25T12:13:31+02:00,0001-01-01T00:00:00Z,ACTIVE,899,0
c08f8fd5-c09d-4f4a-bb08-ecbc707fac15,751753437934,700,2025-07-25T12:05:38+02:00,0001-01-01T00:00:00Z,ACTIVE,700,0
8f28ac0f-026d-4075-8790-ac6265c23207,101753437503,390,2025-07-25T11:58:27+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
6436c2c0-c2d3-46ab-b0fa-5bec70c2ab78,321753437493,390,2025-07-25T11:58:16+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
e12ccc6c-065f-4f6c-9f07-abd6ae5a6f1d,151753436164,500,2025-07-25T11:36:08+02:00,0001-01-01T00:00:00Z,ACTIVE,500,0
7d543a9d-9575-4d75-81c5-b1d6d6411515,241753433706,390,2025-07-25T10:55:10+02:00,0001-01-01T00:00:00Z,ACTIVE,390,0
0ea487c1-482b-4430-a38c-ec0bc5851d3d,691753433360,1000,2025-07-25T10:49:24+02:00,0001-01-01T00:00:00Z,ACTIVE,1000,0
adc4b72b-fb88-4694-a6cb-73d15f6fcc77,511753433316,300,2025-07-25T10:48:40+02:00,0001-01-01T00:00:00Z,ACTIVE,300,0
5a7a4fc8-e979-44dd-98f4-215df446d2c3,711753430971,1500,2025-07-25T10:09:34+02:00,0001-01-01T00:00:00Z,ACTIVE,1500,0
